red_fighter_name;blue_fighter_name;event_date;red_fighter_total_pts;blue_fighter_total_pts
PANNIE KIANZAD;RAQUEL PENNINGTON;18/09/2021;28 28 28;29 29 29
MIKE RODRIGUEZ;TAFON NCHUKWI;18/09/2021;27 27 27;30 30 30
RONGZHU;BRANDON JENKINS;18/09/2021;20 20 20;18 18 17
MONTEL JACKSON;JP BUYS;18/09/2021;30 30 30;27 27 27
JOAQUIN BUCKLEY;ANTONIO ARROYO;18/09/2021;18 19 19;20 19 19
NATE MANESS;TONY GRAVELY;18/09/2021;9 9 9;10 10 10
ARIANE DA SILVA;MANDY BOHM;18/09/2021;30 30 30;27 27 27
ARMAN TSARUKYAN;CHRISTOS GIAGOS;18/09/2021;- - -;- - -
ANTHONY SMITH;RYAN SPANN;18/09/2021;- - -;- - -
GUSTAVO LOPEZ;ALATENG HEILI;18/09/2021;28 28 28;28 28 28
EMILY WHITMIRE;HANNAH GOLDY;18/09/2021;- - -;- - -
ION CUTELABA;DEVIN CLARK;18/09/2021;29 29 30;26 27 26
IMPA KASANGANAY;CARLSTON HARRIS;18/09/2021;- - -;- - -
ERIN BLANCHFIELD;SARAH ALPAR;18/09/2021;30 30 30;25 25 26
KATLYN CERMINARA;JESSICA ANDRADE;18/10/2020;- - -;- - -
BRIAN ORTEGA;CHAN SUNG JUNG;18/10/2020;50 50 50;45 45 45
CLAUDIO SILVA;JAMES KRAUSE;18/10/2020;27 27 27;30 30 30
GADZHIMURAD ANTIGULOV;MAXIM GRISHIN;18/10/2020;9 9 9;10 10 10
JAMIE MULLARKEY;FARES ZIAM;18/10/2020;28 28 28;29 29 29
JIMMY CRUTE;MODESTAS BUKAUSKAS;18/10/2020;- - -;- - -
SAID NURMAGOMEDOV;MARK STRIEGL;18/10/2020;- - -;- - -
THOMAS ALMEIDA;JONATHAN MARTINEZ;18/10/2020;27 27 27;30 30 30
MATEUSZ GAMROT;GURAM KUTATELADZE;18/10/2020;29 28 28;28 29 29
JUNYONG PARK;JOHN PHILLIPS;18/10/2020;30 30 30;25 25 25
GILLIAN ROBERTSON;POLIANA BOTELHO;18/10/2020;29 29 29;27 27 28
PAYTON TALBOTT;NICK AGUIRRE;18/11/2023;19 19 19;19 19 19
CHASE HOOPER;JORDAN LEAVITT;18/11/2023;- - -;- - -
BRENDAN ALLEN;PAUL CRAIG;18/11/2023;20 20 20;18 17 17
MICHAEL MORALES;JAKE MATTHEWS;18/11/2023;29 29 30;28 28 27
CHARLES JOHNSON;RAFAEL ESTEVAM;18/11/2023;28 28 28;29 29 29
LUANA PINHEIRO;AMANDA RIBAS;18/11/2023;19 19 19;19 19 19
UROS MEDIC;MYKTYBEK OROLBAI;18/11/2023;9 10 9;10 9 10
TREY OGDEN;NIKOLAS MOTTA;18/11/2023;20 19 20;18 19 18
JEKA SARAGIH;LUCAS ALEXANDER;18/11/2023;- - -;- - -
LUCIE PUDILOVA;AILIN PEREZ;18/11/2023;27 28 28;29 29 29
CHAD ANHELIGER;JOSE JOHNSON;18/11/2023;18 18 18;20 20 20
JONATHAN PEARCE;JOANDERSON BRITO;18/11/2023;10 9 9;9 10 10
CHRISTIAN LEROY DUNCAN;DENIS TIULIULIN;18/11/2023;10 10 10;9 9 9
MICK PARKIN;CAIO MACHADO;18/11/2023;29 29 29;28 28 28
CHARLES JOURDAIN;ANDRE EWELL;18/12/2021;30 30 29;27 26 27
DERRICK LEWIS;CHRIS DAUKAUS;18/12/2021;- - -;- - -
SIJARA EUBANKS;MELISSA GATTO;18/12/2021;19 19 19;19 19 19
STEPHEN THOMPSON;BELAL MUHAMMAD;18/12/2021;25 26 26;30 30 30
RAPHAEL ASSUNCAO;RICKY SIMON;18/12/2021;9 9 9;10 10 10
AMANDA LEMOS;ANGELA HILL;18/12/2021;28 30 29;29 27 28
DUSTIN STOLTZFUS;GERALD MEERSCHAERT;18/12/2021;19 19 20;19 19 18
JORDAN LEAVITT;MATT SAYLES;18/12/2021;10 10 10;9 9 9
JUSTIN TAFA;HARRY HUNSUCKER;18/12/2021;- - -;- - -
DON'TALE MAYES;JOSH PARISIAN;18/12/2021;20 20 20;18 18 18
CUB SWANSON;DARREN ELKINS;18/12/2021;- - -;- - -
DIEGO FERREIRA;MATEUSZ GAMROT;18/12/2021;9 9 9;10 10 10
RAQUEL PENNINGTON;MACY CHIASSON;18/12/2021;9 10 10;10 9 9
ARNOLD ALLEN;DAN HOOKER;19/03/2022;- - -;- - -
ALEXANDER VOLKOV;TOM ASPINALL;19/03/2022;- - -;- - -
MOLLY MCCANN;LUANA CAROLINA;19/03/2022;20 20 20;18 18 17
GUNNAR NELSON;TAKASHI SATO;19/03/2022;30 30 30;26 26 26
JAI HERBERT;ILIA TOPURIA;19/03/2022;10 10 10;9 9 9
MUHAMMAD MOKAEV;CODY DURDEN;19/03/2022;- - -;- - -
CORY MCKENNA;ELISE REED;19/03/2022;30 28 28;27 29 29
EDSON BARBOZA;LUANA CAROLINA;19/03/2022;20 20 20;18 18 17
PADDY PIMBLETT;KAZULA VARGAS;19/03/2022;- - -;- - -
SHAMIL ABDURAKHIMOV;SERGEI PAVLOVICH;19/03/2022;- - -;- - -
JACK SHORE;TIMUR VALIEV;19/03/2022;29 29 29;28 28 27
MIKE GRUNDY;MAKWAN AMIRKHANI;19/03/2022;- - -;- - -
NIKITA KRYLOV;PAUL CRAIG;19/03/2022;- - -;- - -
WELLINGTON TURMAN;BRUNO SILVA;19/06/2021;- - -;- - -
MATT BROWN;DHIEGO LIMA;19/06/2021;9 9 9;10 10 10
CASEY O'NEILL;LARA PROCOPIO;19/06/2021;19 19 19;19 19 19
JOAQUIM SILVA;RICKY GLENN;19/06/2021;- - -;- - -
JULIAN EROSA;SEUNGWOO CHOI;19/06/2021;- - -;- - -
JOSH PARISIAN;ROQUE MARTINEZ;19/06/2021;29 29 28;28 28 29
KHAOS WILLIAMS;MATTHEW SEMELSBERGER;19/06/2021;30 29 29;27 28 28
MARLON VERA;DAVEY GRANT;19/06/2021;29 30 29;28 26 27
ALEKSA CAMUR;NICOLAE NEGUMEREANU;19/06/2021;28 29 28;29 28 29
CHAN SUNG JUNG;DAN IGE;19/06/2021;48 49 49;47 46 46
ALEKSEI OLEINIK;SERGHEI SPIVAC;19/06/2021;28 28 28;29 29 29
KANAKO MURATA;VIRNA JANDIROBA;19/06/2021;19 18 18;19 20 20
ZHANG WEILI;AMANDA LEMOS;19/08/2023;50 49 50;43 45 44
KURT HOLOBAUGH;AUSTIN HUBBARD;19/08/2023;9 9 9;10 10 10
BRAD KATONA;CODY GIBSON;19/08/2023;29 30 29;28 27 28
NEIL MAGNY;IAN MACHADO GARRY;19/08/2023;26 26 24;30 30 30
ANDREA LEE;NATALIA SILVA;19/08/2023;27 27 27;30 30 30
MARLON VERA;PEDRO MUNHOZ;19/08/2023;30 30 29;27 27 28
DA'MON BLACKSHEAR;MARIO BAUTISTA;19/08/2023;28 28 27;29 29 30
ANDRE PETROSKI;GERALD MEERSCHAERT;19/08/2023;28 29 29;29 28 28
ALJAMAIN STERLING;SEAN O'MALLEY;19/08/2023;10 10 10;9 9 9
KARINE SILVA;MARYNA MOROZ;19/08/2023;- - -; - - -
CHRIS WEIDMAN;BRAD TAVARES;19/08/2023;27 27 27;30 30 30
GREGORY RODRIGUES;DENIS TIULIULIN;19/08/2023;- - -;- - -
ANDRE EWELL;IRWIN RIVERA;19/09/2020;28 29 29;29 28 28
COLBY COVINGTON;TYRON WOODLEY;19/09/2020;40 40 40;35 35 35
DONALD CERRONE;NIKO PRICE;19/09/2020;28 28 29;28 28 27
TYSON NAM;JEROME RIVERA;19/09/2020;9 9 9;10 10 10
DARRICK MINNER;TJ LARAMIE;19/09/2020;- - -;- - -
JOURNEY NEWSON;RANDY COSTA;19/09/2020;- - -;- - -
MIRSAD BEKTIC;DAMON JACKSON;19/09/2020;20 20 20;18 18 18
JORDAN ESPINOSA;DAVID DVORAK;19/09/2020;27 27 27;30 30 30
MAYRA BUENO SILVA;MARA ROMERO BORELLA;19/09/2020;- - -;- - -
JESSICA-ROSE CLARK;SARAH ALPAR;19/09/2020;20 20 20;18 17 18
KEVIN HOLLAND;DARREN STEWART;19/09/2020;28 29 29;29 28 28
MACKENZIE DERN;RANDA MARKOS;19/09/2020;- - -;- - -
KHAMZAT CHIMAEV;GERALD MEERSCHAERT;19/09/2020;- - -;- - -
JOHNNY WALKER;RYAN SPANN;19/09/2020;- - -;- - -
CHARLES JOHNSON;SUMUDAERJI;19/10/2024;29 29 29;28 28 28
JAKE HADLEY;CAMERON SMOTHERMAN;19/10/2024;26 27 27;30 29 29
MELISSA MARTINEZ;ALICE ARDELEAN;19/10/2024;30 30 30;27 27 27
JESSICA PENNE;ELISE REED;19/10/2024;28 28 28;29 29 29
AUSTEN LANE;ROBELIS DESPAIGNE;19/10/2024;29 29 29;28 28 28
JOSELYNE EDWARDS;TAMIRES VIDAL;19/10/2024;20 20 20;18 18 18
ROB FONT;KYLER PHILLIPS;19/10/2024;29 29 29;28 28 28
ANTHONY HERNANDEZ;MICHEL PEREIRA;19/10/2024;40 39 40;35 34 35
BRAD KATONA;JEAN MATSUMOTO;19/10/2024;28 28 28;29 29 29
DARREN ELKINS;DANIEL PINEDA;19/10/2024;29 29 29;28 28 28
MATHEUS NICOLAU;ASU ALMABAYEV;19/10/2024;28 28 28;29 29 29
ANDRE FIALHO;MUSLIM SALIKHOV;19/11/2022;18 18 18;19 19 19
JACK DELLA MADDALENA;DANNY ROBERTS;19/11/2022;- - -;- - -
JENNIFER MAIA;MARYNA MOROZ;19/11/2022;29 30 29;28 27 28
CHARLES JOHNSON;ZHALGAS ZHUMAGULOV;19/11/2022;29 28 29;28 29 28
KENNEDY NZECHUKWU;ION CUTELABA;19/11/2022;9 9 9;10 10 10
CHASE SHERMAN;WALDO CORTES-ACOSTA;19/11/2022;28 28 27;29 29 30
NATALIA SILVA;TEREZA BLEDA;19/11/2022;19 19 19;19 19 19
BRADY HIESTAND;FERNIE GARCIA;19/11/2022;29 29 29;28 28 28
VINCE MORALES;MILES JOHNS;19/11/2022;28 28 27;29 29 30
RICKY TURCIOS;KEVIN NATIVIDAD;19/11/2022;29 29 28;28 28 29
VANESSA DEMOPOULOS;MARIA OLIVEIRA;19/11/2022;29 29 29;28 28 28
DERON WINN;ANTONIO ARROYO;19/12/2020;29 29 29;28 28 28
SIJARA EUBANKS;PANNIE KIANZAD;19/12/2020;28 28 28;29 29 29
JIMMY FLICK;CODY DURDEN;19/12/2020;- - -;- - -
MARCIN TYBURA;GREG HARDY;19/12/2020;9 9 9;10 10 10
ANTHONY PETTIS;ALEX MORONO;19/12/2020;29 29 29;28 28 28
CHRISTOS GIAGOS;CARLTON MINUS;19/12/2020;29 30 29;28 26 27
JOSE ALDO;MARLON VERA;19/12/2020;29 29 29;28 28 28
STEPHEN THOMPSON;GEOFF NEAL;19/12/2020;50 50 50;45 45 45
MICHEL PEREIRA;KHAOS WILLIAMS;19/12/2020;29 29 29;28 28 28
MARLON MORAES;ROB FONT;19/12/2020;- - -;- - -
GILLIAN ROBERTSON;TAILA SANTOS;19/12/2020;26 26 28;30 30 29
TAFON NCHUKWI;JAMIE PICKETT;19/12/2020;30 30 30;26 25 26
UMAR NURMAGOMEDOV;SERGEY MOROZOV;20/01/2021;9 10 10;10 9 9
VICTORIA LEONARDO;MANON FIOROT;20/01/2021;9 9 8;10 10 10
ROXANNE MODAFFERI;VIVIANE ARAUJO;20/01/2021;27 27 26;30 30 30
IKE VILLANUEVA;VINICIUS MOREIRA;20/01/2021;10 10 9;9 9 10
LERONE MURPHY;DOUGLAS SILVA DE ANDRADE;20/01/2021;29 29 30;28 28 27
MATT SCHNELL;TYSON NAM;20/01/2021;29 28 29;28 29 28
MICHAEL CHIESA;NEIL MAGNY;20/01/2021;49 49 49;46 46 46
OMARI AKHMEDOV;TOM BREESE;20/01/2021;10 10 10;9 9 9
RICKY SIMON;GAETANO PIRRELLO;20/01/2021;10 10 10;9 9 9
WARLLEY ALVES;MOUNIR LAZZEZ;20/01/2021;- - -;- - -
MIKE DAVIS;MASON JONES;20/01/2021;29 29 29;28 28 28
FRANCISCO FIGUEIREDO;JEROME RIVERA;20/01/2021;29 29 29;28 28 28
SUMUDAERJI;ZARRUKH ADASHEV;20/01/2021;29 29 30;28 28 27
DALCHA LUNGIAMBULA;MARKUS PEREZ;20/01/2021;29 29 29;28 28 28
SHANA DOBSON;CASEY O'NEILL;20/02/2021;9 9 9;10 10 10
NATE LANDWEHR;JULIAN EROSA;20/02/2021;- - -;- - -
SERGHEI SPIVAC;JARED VANDERAA;20/02/2021;10 10 10;9 9 9
JARED GORDON;DANNY CHAVEZ;20/02/2021;30 29 30;27 28 27
EDDIE WINELAND;JOHN CASTANEDA;20/02/2021;- - -;- - -
ANDREI ARLOVSKI;TOM ASPINALL;20/02/2021;9 9 9;10 10 10
AIEMANN ZAHABI;DRAKO RODRIGUEZ;20/02/2021;- - -;- - -
CHAS SKELLY;JAMALL EMMERS;20/02/2021;- - -;- - -
PHIL HAWES;NASSOURDINE IMAVOV;20/02/2021;29 29 28;28 28 28
CURTIS BLAYDES;DERRICK LEWIS;20/02/2021;10 10 10;9 9 9
KETLEN VIEIRA;YANA SANTOS;20/02/2021;28 28 28;29 29 29
ALEKSEI OLEINIK;CHRIS DAUKAUS;20/02/2021;- - -;- - -
CHARLES ROSA;DARRICK MINNER;20/02/2021;26 27 27;30 29 30
SONG KENAN;MAX GRIFFIN;20/03/2021;- - -;- - -
CHEYANNE VLISMAS;MONTSERRAT CONEJO RUIZ;20/03/2021;28 27 28;29 29 29
TAI TUIVASA;HARRY HUNSUCKER;20/03/2021;- - -;- - -
ADRIAN YANEZ;GUSTAVO LOPEZ;20/03/2021;20 20 20;18 18 18
BRUNO SILVA;JP BUYS;20/03/2021;10 10 10;9 9 9
DEREK BRUNSON;KEVIN HOLLAND;20/03/2021;49 49 49;45 46 46
MONTEL JACKSON;JESSE STRADER;20/03/2021;- - -;- - -
TREVIN GILES;ROMAN DOLIDZE;20/03/2021;29 29 29;28 28 28
MARION RENEAU;MACY CHIASSON;20/03/2021;28 28 28;29 29 29
LEONARDO SANTOS;GRANT DAWSON;20/03/2021;19 18 18;19 20 20
TAKASHI SATO;THEMBA GORIMBO;20/05/2023;27 27 27;30 30 30
EMILY DUCOTE;LOOPY GODINEZ;20/05/2023;27 28 28;30 29 29
EDMEN SHAHBAZYAN;ANTHONY HERNANDEZ;20/05/2023;18 18 18;19 19 19
DIEGO FERREIRA;MICHAEL JOHNSON;20/05/2023;9 9 10;10 10 9
ANDRE FIALHO;JOAQUIN BUCKLEY;20/05/2023;10 10 9;9 9 10
MAHESHATE;VIACHESLAV BORSHCHEV;20/05/2023;9 9 9;10 10 10
KAROLINA KOWALKIEWICZ;VANESSA DEMOPOULOS;20/05/2023;30 30 30;27 27 27
MACKENZIE DERN;ANGELA HILL;20/05/2023;49 49 49;44 44 43
NATALIA SILVA;VICTORIA LEONARDO;20/05/2023;- - -;- - -
CHASE HOOPER;NICK FIORE;20/05/2023;30 30 30;27 26 27
ORION COSCE;GILBERT URBINA;20/05/2023;8 8 9;10 10 10
ILIR LATIFI;RODRIGO NASCIMENTO;20/05/2023;28 28 29;29 29 28
MIRANDA MAVERICK;DIONE BARBOSA;20/07/2024;29 30 30;28 27 27
LOIK RADZHABOV;TREY OGDEN;20/07/2024;28 27 28;29 30 29
BRIAN KELLEHER;CODY GIBSON;20/07/2024;- - -;- - -
JEONGYEONG LEE;HYDER AMIL;20/07/2024;- - -;- - -
LUANA CAROLINA;LUCIE PUDILOVA;20/07/2024;29 30 29;28 27 28
CODY DURDEN;BRUNO SILVA;20/07/2024;10 10 10;9 9 9
DOOHO CHOI;BILL ALGEO;20/07/2024;10 9 9;9 10 10
MOHAMMED USMAN;THOMAS PETERSEN;20/07/2024;27 27 27;30 30 30
KURT HOLOBAUGH;KAYNAN KRUSCHEWSKY;20/07/2024;29 29 29;28 28 28
STEVE GARCIA;SEUNGWOO CHOI;20/07/2024;- - -;- - -
AMANDA LEMOS;VIRNA JANDIROBA;20/07/2024;9 9 10;10 10 9
AJ FLETCHER;ANGE LOOSA;20/08/2022;27 28 28;29 29 29
SEAN WOODSON;LUIS SALDANA;20/08/2022;29 28 27;27 28 29
AMIR ALBAZI;FRANCISCO FIGUEIREDO;20/08/2022;- - -;- - -
AORIQILENG;JAY PERRIN;20/08/2022;29 29 29;28 28 28
DANIEL LACERDA;VICTOR ALTAMIRANO;20/08/2022;- - -;- - -
JOSE ALDO;MERAB DVALISHVILI;20/08/2022;28 27 28;29 30 29
PAULO COSTA;LUKE ROCKHOLD;20/08/2022;30 30 30;27 27 27
KAMARU USMAN;LEON EDWARDS;20/08/2022;39 39 39;37 37 37
TYSON PEDRO;HARRY HUNSUCKER;20/08/2022;- - -;- - -
WU YANAN;LUCIE PUDILOVA;20/08/2022;9 9 9;10 10 10
MARCIN TYBURA;ALEXANDR ROMANOV;20/08/2022;29 28 29;28 28 28
LEONARDO SANTOS;JARED GORDON;20/08/2022;27 27 27;30 30 30
JOANNE WOOD;TAILA SANTOS;20/11/2021;- - -;- - -
RANI YAHYA;KYUNG HO KANG;20/11/2021;29 29 29;28 28 28
MICHAEL CHIESA;SEAN BRADY;20/11/2021;28 28 28;29 29 29
KETLEN VIEIRA;MIESHA TATE;20/11/2021;48 48 49;47 47 46
DAVEY GRANT;ADRIAN YANEZ;20/11/2021;28 28 30;29 29 27
LUANA PINHEIRO;SAM HUGHES;20/11/2021;29 30 30;28 27 27
PAT SABATINI;TUCKER LUTZ;20/11/2021;30 30 30;26 27 27
LOMA LOOKBOONMEE;LOOPY GODINEZ;20/11/2021;27 27 27;30 30 30
RAFA GARCIA;NATAN LEVY;20/11/2021;29 29 29;28 28 28
CODY DURDEN;AORIQILENG;20/11/2021;29 29 29;28 28 28
SHAYILAN NUERDANBIEKE;SEAN SORIANO;20/11/2021;29 29 29;28 28 28
JOSIANE NUNES;ZARAH FAIRN;21/01/2023;29 29 29;28 28 28
SAIMON OLIVEIRA;DANIEL MARCOS;21/01/2023;9 9 9;10 10 10
THIAGO MOISES;MELQUIZAEL COSTA;21/01/2023;10 10 10;9 9 9
GABRIEL BONFIM;MOUNIR LAZZEZ;21/01/2023;- - -;- - -
LUAN LACERDA;CODY STAMANN;21/01/2023;28 28 28;29 29 29
SHAMIL ABDURAKHIMOV;JAILTON ALMEIDA;21/01/2023;8 9 8;10 10 10
MAURICIO RUA;IHOR POTIERIA;21/01/2023;- - -;- - -
GREGORY RODRIGUES;BRUNNO FERREIRA;21/01/2023;- - -;- - -
GLOVER TEIXEIRA;JAMAHAL HILL;21/01/2023;44 44 44;50 50 50
PAUL CRAIG;JOHNNY WALKER;21/01/2023;- - -;- - -
LAUREN MURPHY;JESSICA ANDRADE;21/01/2023;25 26 25;30 30 30
GILBERT BURNS;NEIL MAGNY;21/01/2023;- - -;- - -
DEIVESON FIGUEIREDO;BRANDON MORENO;21/01/2023;27 28 28;29 29 29
ISMAEL BONFIM;TERRANCE MCKINNEY;21/01/2023;10 10 10;9 9 9
WARLLEY ALVES;NICOLAS DALBY;21/01/2023;28 29 28;29 28 29
ELISE REED;SAM HUGHES;21/05/2022;18 17 18;20 20 20
SANTIAGO PONZINIBBIO;MICHEL PEREIRA;21/05/2022;28 27 29;29 30 28
OMAR MORALES;UROS MEDIC;21/05/2022;9 10 10;10 9 9
JAILTON ALMEIDA;PARKER PORTER;21/05/2022;- - -;- - -
HOLLY HOLM;KETLEN VIEIRA;21/05/2022;47 47 48;48 48 47
JONATHAN MARTINEZ;VINCE MORALES;21/05/2022;30 30 30;27 27 27
CHASE HOOPER;FELIPE COLARES;21/05/2022;19 20 19;19 18 19
JOSEPH HOLMES;ALEN AMEDOVSKI;21/05/2022;- - -;- - -
ERYK ANDERS;JUNYONG PARK;21/05/2022;29 28 28;28 29 29
CHIDI NJOKUANI;DUSKO TODOROVIC;21/05/2022;- - -;- - -
POLYANA VIANA;TABATHA RICCI;21/05/2022;28 28 28;29 29 29
JARED CANNONIER;KELVIN GASTELUM;21/08/2021;48 48 48;47 47 47
SASHA PALATNIKOV;RAMIZ BRAHIMAJ;21/08/2021;- - -;- - -
BRIAN KELLEHER;DOMINGO PILARTE;21/08/2021;30 30 30;27 27 27
CLAY GUIDA;MARK MADSEN;21/08/2021;28 27 29;29 30 28
PARKER PORTER;CHASE SHERMAN;21/08/2021;30 30 29;27 27 28
BEA MALECKI;JOSIANE NUNES;21/08/2021;- - -;- - -
VINC PICHEL;AUSTIN HUBBARD;21/08/2021;30 30 30;27 27 27
ROOSEVELT ROBERTS;IGNACIO BAHAMONDES;21/08/2021;18 19 18;20 19 20
WILLIAM KNIGHT;FABIO CHERANT;21/08/2021;- - -;- - -
TREVIN JONES;SAIDYOKUB KAKHRAMONOV;21/08/2021;18 18 19;20 20 19
ALEXANDRE PANTOJA;BRANDON ROYVAL;21/08/2021;10 9 10;9 10 9
AUSTIN LINGO;LUIS SALDANA;21/08/2021;29 29 29;28 28 28
ISLAM MAKHACHEV;ALEXANDER VOLKANOVSKI;21/10/2023;- - -;- - -
KAMARU USMAN;KHAMZAT CHIMAEV;21/10/2023;27 28 27;29 28 29
MAGOMED ANKALAEV;JOHNNY WALKER;21/10/2023;- -;- -
MOHAMMAD YAHYA;TREVOR PEEK;21/10/2023;28 27 27;29 30 30
TIM ELLIOTT;MUHAMMAD MOKAEV;21/10/2023;19 20 20;19 18 18
IKRAM ALISKEROV;WARLLEY ALVES;21/10/2023;- -;- -
SAID NURMAGOMEDOV;MUIN GAFUROV;21/10/2023;- - -;- - -
JAVID BASHARAT;VICTOR HENRY;21/10/2023;10 9 10;9 10 9
ABU AZAITAR;SEDRIQUES DUMAS;21/10/2023;28 28 28;29 29 29
VIKTORIIA DUDAKOVA;JINH YU FREY;21/10/2023;29 29 29;28 28 28
SHARA MAGOMEDOV;BRUNO SILVA;21/10/2023;30 30 30;27 27 27
NATHANIEL WOOD;MUHAMMAD NAIMOV;21/10/2023;28 28 28;29 29 29
MIKE BREEDEN;ANSHUL JUBLI;21/10/2023;18 18 18;20 20 20
KYLE DAUKAUS;DUSTIN STOLTZFUS;21/11/2020;30 30 30;27 27 26
LOUIS COSCE;SASHA PALATNIKOV;21/11/2020;18 18 19;20 20 19
VALENTINA SHEVCHENKO;JENNIFER MAIA;21/11/2020;49 49 49;46 46 46
DEIVESON FIGUEIREDO;ALEX PEREZ;21/11/2020;- - -;- - -
KATLYN CERMINARA;CYNTHIA CALVILLO;21/11/2020;30 30 30;27 27 27
MIKE PERRY;TIM MEANS;21/11/2020;28 27 28;29 30 29
MAURICIO RUA;PAUL CRAIG;21/11/2020;9 10 9;10 9 10
BRANDON MORENO;BRANDON ROYVAL;21/11/2020;- - -;- - -
ALAN JOUBAN;JARED GOODEN;21/11/2020;30 30 30;27 27 27
DANIEL RODRIGUEZ;NICOLAS DALBY;21/11/2020;27 28 28;30 29 29
JOAQUIN BUCKLEY;JORDAN WRIGHT;21/11/2020;10 10 10;9 8 9
ANTONINA SHEVCHENKO;ARIANE DA SILVA;21/11/2020;10 10 10;9 9 9
BRANDON MORENO;DEIVESON FIGUEIREDO;22/01/2022;47 47 47;48 48 48
FRANCIS NGANNOU;CIRYL GANE;22/01/2022;48 49 48;47 46 47
SILVANA GOMEZ JUAREZ;VANESSA DEMOPOULOS;22/01/2022;- - -;- - -
RAONI BARCELOS;VICTOR HENRY;22/01/2022;27 27 27;30 30 30
MICHEL PEREIRA;ANDRE FIALHO;22/01/2022;29 29 29;28 28 28
TONY GRAVELY;SAIMON OLIVEIRA;22/01/2022;30 30 30;27 27 27
CODY STAMANN;SAID NURMAGOMEDOV;22/01/2022;- - -;- - -
JACK DELLA MADDALENA;PETE RODRIGUEZ;22/01/2022;- - -;- - -
MICHAEL MORALES;TREVIN GILES;22/01/2022;- - -;- - -
MATT FREVOLA;GENARO VALDEZ;22/01/2022;- - -;- - -
KAY HANSEN;JASMINE JASUDAVICIUS;22/01/2022;27 28 28;30 29 29
RICKY GLENN;CHRISTOS GIAGOS;22/04/2023;- - -;- - -
RANI YAHYA;MONTEL JACKSON;22/04/2023;- - -;- - -
FRANCIS MARSHALL;WILLIAM GOMIS;22/04/2023;28 29 28;29 28 29
SERGEI PAVLOVICH;CURTIS BLAYDES;22/04/2023;- - -;- - -
BRADY HIESTAND;BATGEREL DANAA;22/04/2023;18 17 18;20 20 20
MOHAMMED USMAN;JUNIOR TAFA;22/04/2023;29 29 29;28 28 28
KAROL ROSA;NORMA DUMONT;22/04/2023;28 28 28;29 29 29
BRAD TAVARES;BRUNO SILVA;22/04/2023;- - -;- - -
NINA NUNES;JARED GORDON;22/04/2023;- - -;- - -
JEREMIAH WELLS;MATTHEW SEMELSBERGER;22/04/2023;30 30 28;27 27 29
IASMIN LUCINDO;BROGAN WALKER;22/04/2023;30 30 30;27 27 27
JACK HERMANSSON;EDMEN SHAHBAZYAN;22/05/2021;29 29 29;27 27 27
BEN ROTHWELL;CHRIS BARNETT;22/05/2021;10 10 10;9 9 9
RAFAEL ALVES;DAMIR ISMAGULOV;22/05/2021;28 28 28;29 29 29
ROB FONT;CODY GARBRANDT;22/05/2021;48 50 50;47 45 45
DAVID DVORAK;JUANCAMILO RONDEROS;22/05/2021;- - -;- - -
RICARDO RAMOS;BILL ALGEO;22/05/2021;30 29 30;27 28 27
FELICIA SPENCER;NORMA DUMONT;22/05/2021;27 29 28;30 28 29
JOSH CULIBAO;SHAYILAN NUERDANBIEKE;22/05/2021;29 29 29;28 28 28
YAN XIAONAN;CARLA ESPARZA;22/05/2021;8 9 9;10 10 10
COURT MCGEE;CLAUDIO SILVA;22/05/2021;29 30 30;27 26 26
BRUNO SILVA;VICTOR RODRIGUEZ;22/05/2021;- - -;- - -
JUSTIN TAFA;JARED VANDERAA;22/05/2021;27 28 27;30 29 30
MAGOMED GADZHINYASULOV;BRENDSON RIBEIRO;22/06/2024;29 29 28;28 28 28
XIAO LONG;CHANG HO LEE;22/06/2024;29 28 28;28 29 29
RINAT FAKHRETDINOV;NICOLAS DALBY;22/06/2024;29 29 28;28 28 29
KYUNG HO KANG;MUIN GAFUROV;22/06/2024;27 27 27;30 30 30
SHARA MAGOMEDOV;ANTONIO TROCOLI;22/06/2024;19 20 20;19 18 18
JOHNNY WALKER;VOLKAN OEZDEMIR;22/06/2024;- - -;- - -
MUHAMMAD NAIMOY;FELIPE LIMA;22/06/2024;20 19 18;18 19 20
MODESTAS BUKAUSKAS;JARED GORDON;22/06/2024;29 29 28;28 28 29
EDMEN SHAHBAZYAN;ALEXANDER VOLKOV;22/06/2024;27 28 27;30 29 30
KEVIN HOLLAND;DANIEL RODRIGUEZ;22/06/2024;29 30 30;28 27 27
MANON FIOROT;IKRAM ALISKEROV;22/06/2024;- - -;- - -
SHAUNA BANNON;BRUNA BRASIL;22/07/2023;28 27 28;29 30 29
JAFEL FILHO;DANIEL BAREZ;22/07/2023;- - -;- - -
JAI HERBERT;FARES ZIAM;22/07/2023;28 27 28;29 30 29
PAUL CRAIG;ANDRE MUNIZ;22/07/2023;9 9 9;10 10 10
MOLLY MCCANN;JULIJA STOLIARENKO;22/07/2023;- - -;- - -
DANNY ROBERTS;JONNY PARSONS;22/07/2023;10 9 10;9 10 9
MARC DIAKIESE;JOEL ALVAREZ;22/07/2023;9 9 10;10 10 9
NATHANIEL WOOD;ANDRE FILI;22/07/2023;29 29 29;28 28 28
DAVEY GRANT;DANIEL MARCOS;22/07/2023;29 28 28;28 29 29
TOM ASPINALL;MARCIN TYBURA;22/07/2023;- - -;- - -
LERONE MURPHY;JOSH CULIBAO;22/07/2023;30 30 30;26 27 26
